Mendeley key;Citation;Solvant;Material;Material class;Ceramic class;Constant temperature;Cooling rate;Interface velocity;Wall thickness;Pore width;Wavelength;failure mode;Defects;permeance;Granulo poudre;Solid Loading;Loading (wt%);Additives;Porosity;Relative density;Strength (MPa);Flexural strength;Sample height;Sample diameter;Sample diameter;Sample ratio;Sample shape;Sample volume;Strain rate;Youngs Modulus (MPa);Normalized Young Modulus;green body ?;Compressive strength dense material;Flexural strength dense material;Normalized strength (compression);Normalized strength (flexion);E_dense;Honeycomb_Ashby;Normalized_strength_Elastic_modulus
Ye2010;Ye, F., Zhang, J., Liu, L., & Zhan, H. (2011). Effect of solid content on pore structure and mechanical properties of porous silicon nitride ceramics produced by freeze casting. Materials Science and Engineering: A, 528(3), 1421–1424. doi:10.1016/j.msea.2010.10.066;water;silicon nitride;cera;covalent;-196;;;;;;?;yes;no;0,7;50;;;42,7;0,573;;189;;;;;;;;;;0;3200;1000;;0,189;290;;
Liu2010;Liu, X., Rahaman, M. N., & Fu, Q. (2011). Oriented bioactive glass (13-93) scaffolds with controllable pore size by unidirectional freezing of camphene-based suspensions: Microstructure and mechanical response. Acta Biomaterialia, 7(1), 406–16. doi:10.1016/j.actbio.2010.08.025;camphene;bioglass;glass;oxide;3;;;;6;;brittle;no;no;1;;;;19;0,81;180;;7;7;7;1;cylinder;0,269391570045325;0,5;;;0;500;100;1,8;;30;95,65938;6
Liu2010;Liu, X., Rahaman, M. N., & Fu, Q. (2011). Oriented bioactive glass (13-93) scaffolds with controllable pore size by unidirectional freezing of camphene-based suspensions: Microstructure and mechanical response. Acta Biomaterialia, 7(1), 406–16. doi:10.1016/j.actbio.2010.08.025;camphene;bioglass;glass;oxide;3;;;;36;;brittle;no;no;1;;;;37;0,63;66;;7;7;7;1;cylinder;0,269391570045325;0,5;;;0;500;100;0,66;;30;45,00846;2,2
Liu2010;Liu, X., Rahaman, M. N., & Fu, Q. (2011). Oriented bioactive glass (13-93) scaffolds with controllable pore size by unidirectional freezing of camphene-based suspensions: Microstructure and mechanical response. Acta Biomaterialia, 7(1), 406–16. doi:10.1016/j.actbio.2010.08.025;camphene;bioglass;glass;oxide;3;;;;62;;brittle;no;no;1;;;;46;0,54;53;;7;7;7;1;cylinder;0,269391570045325;0,5;;;0;500;100;0,53;;30;28,34352;1,76666666666667
Liu2010;Liu, X., Rahaman, M. N., & Fu, Q. (2011). Oriented bioactive glass (13-93) scaffolds with controllable pore size by unidirectional freezing of camphene-based suspensions: Microstructure and mechanical response. Acta Biomaterialia, 7(1), 406–16. doi:10.1016/j.actbio.2010.08.025;camphene;bioglass;glass;oxide;3;;;;86;;brittle;no;no;1;;;;52;0,48;27;;7;7;7;1;cylinder;0,269391570045325;0,5;;;0;500;100;0,27;;30;19,90656;0,9
Liu2010;Liu, X., Rahaman, M. N., & Fu, Q. (2011). Oriented bioactive glass (13-93) scaffolds with controllable pore size by unidirectional freezing of camphene-based suspensions: Microstructure and mechanical response. Acta Biomaterialia, 7(1), 406–16. doi:10.1016/j.actbio.2010.08.025;camphene;bioglass;glass;oxide;3;;;;113;;cellular;no;no;1;;;;59;0,41;16;;7;7;7;1;cylinder;0,269391570045325;0,5;;;0;500;100;0,16;;30;12,40578;0,533333333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;150;;?;yes;no;;;;;59,913;0,40087;6,501;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0591;;120;46,3813264357222;0,054175
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;250;;?;yes;no;;;;;60,868;0,39132;5,992;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0544727272727273;;120;43,144816973737;0,0499333333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;150;;?;yes;no;;;;;64,868;0,35132;4,009;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0364454545454546;;120;31,220590910377;0,0334083333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;250;;?;yes;no;;;;;65,847;0,34153;3,714;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0337636363636364;;120;28,6826366156955;0,03095
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;69,885;0,30115;2,848;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0258909090909091;;120;19,66441807503;0,0237333333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;150;;?;yes;no;;;;;70,962;0,29038;2,639;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0239909090909091;;120;17,6291997716678;0,0219916666666667
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;250;;?;yes;no;;;;;75,005;0,24995;2,288;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0208;;120;11,24325134991;0,0190666666666667
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;79,974;0,20026;2,031;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0184636363636364;;120;5,78249321585472;0,016925
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;84,987;0,15013;1,630;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0148181818181818;;120;2,43632347718184;0,0135833333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;88,061;0,11939;1,911;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0173727272727273;;120;1,22528284489368;0,015925
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;150;;?;yes;no;;;;;82,000;0,180;2,356;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0214181818181818;;120;4,19904;0,0196333333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;73,802;0,26198;2,658;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0241636363636364;;120;12,9460389655622;0,02215
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;72,881;0,27119;3,001;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0272818181818182;;120;14,3599692428345;0,0250083333333333
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;66,947;0,33053;4,518;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0410727272727273;;120;25,9995090527114;0,03765
Zhao2010;Zhao, K., Tang, Y.-F., Qin, Y.-S., & Wei, J.-Q. (2011). Porous hydroxyapatite ceramics by ice templating: Freezing characteristics and mechanical properties. Ceramics International, 37(2), 635–639. doi:10.1016/j.ceramint.2010.10.003;water;HAP;cera;oxide;;;;;350;;?;yes;no;;;;;63,923;0,36077;6,720;;10;;10;1;cylinder;0,785398163397448;0,5;;;0;140;110;0,0610909090909091;;120;33,8083320877438;0,056
Ye2010a;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Pore structure and mechanical properties in freeze cast porous Si3N4 composites using polyacrylamide as an addition agent. Journal of Alloys and Compounds, 506(1), 423–427. doi:10.1016/j.jallcom.2010.07.020;water;silicon nitride;cera;covalent;-196;;;;;;?;yes;no;0,5;40;;;38;0,62;;57;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,057;290;;
Ye2010a;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Pore structure and mechanical properties in freeze cast porous Si3N4 composites using polyacrylamide as an addition agent. Journal of Alloys and Compounds, 506(1), 423–427. doi:10.1016/j.jallcom.2010.07.020;water;silicon nitride;cera;covalent;-196;;;;;;?;yes;no;0,5;40;;;42,4;0,576;;111;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,111;290;;
Ye2010a;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Pore structure and mechanical properties in freeze cast porous Si3N4 composites using polyacrylamide as an addition agent. Journal of Alloys and Compounds, 506(1), 423–427. doi:10.1016/j.jallcom.2010.07.020;water;silicon nitride;cera;covalent;-196;;;;;;?;yes;no;0,5;40;;;44,8;0,552;;75;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,075;290;;
Ye2010b;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Effect of sintering temperature on microstructure and mechanical properties of highly porous silicon nitride ceramics produced by freeze casting. Materials Science and Engineering: A, 527(24-25), 6501–6504. doi:10.1016/j.msea.2010.07.038;water;silicon nitride;cera;covalent;-196;;;;;;?;no;no;0,7;20;;;73,2;0,268;;21;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,021;290;;
Ye2010b;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Effect of sintering temperature on microstructure and mechanical properties of highly porous silicon nitride ceramics produced by freeze casting. Materials Science and Engineering: A, 527(24-25), 6501–6504. doi:10.1016/j.msea.2010.07.038;water;silicon nitride;cera;covalent;-196;;;;;;?;no;no;0,7;20;;;72,6;0,274;;50;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,05;290;;
Ye2010b;Ye, F., Zhang, J., Zhang, H., & Liu, L. (2010). Effect of sintering temperature on microstructure and mechanical properties of highly porous silicon nitride ceramics produced by freeze casting. Materials Science and Engineering: A, 527(24-25), 6501–6504. doi:10.1016/j.msea.2010.07.038;water;silicon nitride;cera;covalent;-196;;;;;;?;no;no;0,7;20;;;72,1;0,279;;73;3;4;36;0,0833333333333333;block;;;;;0;3200;1000;;0,073;290;;
Nakata2007;"Nakata, M., Fukushima, M., & Yoshizawa, Y. (2007). Porous Alumina Ceramics by novel gelate freezing method. Advanced Processing and Manufacturing Technologies for Structural and Multifunctional Materials, 139–143. Retrieved from http://books.google.com/books?hl=en&amp;lr=&amp;id=E7gOi4i9FtEC&amp;oi=fnd&amp;pg=PA139&amp;dq=Porous+alumina+ceramics+by+novel+gelate+freezing+method&amp;ots=zU7zMA5es6&amp;sig=uEQLBYZm9OAEYLVTNuiQdwZeHU4";water;alumina;cera;oxide;-20;;;;;;;?;;0,4;20;;;57,3;0,427;;;;;;;;;;;;0;2600;400;;;390;;
Nakata2007;"Nakata, M., Fukushima, M., & Yoshizawa, Y. (2007). Porous Alumina Ceramics by novel gelate freezing method. Advanced Processing and Manufacturing Technologies for Structural and Multifunctional Materials, 139–143. Retrieved from http://books.google.com/books?hl=en&amp;lr=&amp;id=E7gOi4i9FtEC&amp;oi=fnd&amp;pg=PA139&amp;dq=Porous+alumina+ceramics+by+novel+gelate+freezing+method&amp;ots=zU7zMA5es6&amp;sig=uEQLBYZm9OAEYLVTNuiQdwZeHU4";water;alumina;cera;oxide;-20;;;;;;;?;;0,4;20;;;55,3;0,447;;;;;;;;;;;;0;2600;400;;;390;;
Nakata2007;"Nakata, M., Fukushima, M., & Yoshizawa, Y. (2007). Porous Alumina Ceramics by novel gelate freezing method. Advanced Processing and Manufacturing Technologies for Structural and Multifunctional Materials, 139–143. Retrieved from http://books.google.com/books?hl=en&amp;lr=&amp;id=E7gOi4i9FtEC&amp;oi=fnd&amp;pg=PA139&amp;dq=Porous+alumina+ceramics+by+novel+gelate+freezing+method&amp;ots=zU7zMA5es6&amp;sig=uEQLBYZm9OAEYLVTNuiQdwZeHU4";water;alumina;cera;oxide;-20;;;;;;;?;;0,4;10;;;71,7;0,283;;;;;;;;;;;;0;2600;400;;;390;;
Nakata2007;"Nakata, M., Fukushima, M., & Yoshizawa, Y. (2007). Porous Alumina Ceramics by novel gelate freezing method. Advanced Processing and Manufacturing Technologies for Structural and Multifunctional Materials, 139–143. Retrieved from http://books.google.com/books?hl=en&amp;lr=&amp;id=E7gOi4i9FtEC&amp;oi=fnd&amp;pg=PA139&amp;dq=Porous+alumina+ceramics+by+novel+gelate+freezing+method&amp;ots=zU7zMA5es6&amp;sig=uEQLBYZm9OAEYLVTNuiQdwZeHU4";water;alumina;cera;oxide;-20;;;;;;;?;;0,4;10;;;69,7;0,303;;;;;;;;;;;;0;2600;400;;;390;;
Ding2007;Ding, S., Zeng, Y.-P., & Jiang, D. (2007). Fabrication of Mullite Ceramics With Ultrahigh Porosity by Gel Freeze Drying. Journal of the American Ceramic Society, 90(7), 2276–2279. doi:10.1111/j.1551-2916.2007.01696.x;water;mullite;cera;oxide;-20;;;;100;;cellular;no;no;;;;;88,6;0,114;1,52;;20;20;20;1;block;;0,5;;;0;1300;320;0,00475;;;;
Landi2008;Landi, E., Valentini, F., & Tampieri, A. (2008). Porous hydroxyapatite/gelatine scaffolds with ice-designed channel-like porosity for biomedical applications. Acta Biomaterialia, 4(6), 1620–6. doi:10.1016/j.actbio.2008.05.023;water;HAP;cera;oxide;-10;;;;;;cellular;?;no;;15;;;65;0,35;0,5;;10;;10;1;cylinder;0,785398163397448;1;;;0;140;110;0,00454545454545455;;120;30,87;0,00416666666666667
Landi2008;Landi, E., Valentini, F., & Tampieri, A. (2008). Porous hydroxyapatite/gelatine scaffolds with ice-designed channel-like porosity for biomedical applications. Acta Biomaterialia, 4(6), 1620–6. doi:10.1016/j.actbio.2008.05.023;water;HAP;cera;oxide;-10;;;;150;;cellular;no;no;;20;;;56;0,44;4,3;;10;;10;1;cylinder;0,785398163397448;1;;;0;140;110;0,0390909090909091;;120;61,33248;0,0358333333333333
Landi2008;Landi, E., Valentini, F., & Tampieri, A. (2008). Porous hydroxyapatite/gelatine scaffolds with ice-designed channel-like porosity for biomedical applications. Acta Biomaterialia, 4(6), 1620–6. doi:10.1016/j.actbio.2008.05.023;water;HAP;cera;oxide;-10;;;;;;cellular;yes;no;;25;;;48;0,52;2,5;;10;;10;1;cylinder;0,785398163397448;1;;;0;140;110;0,0227272727272727;;120;101,23776;0,0208333333333333
Landi2008;Landi, E., Valentini, F., & Tampieri, A. (2008). Porous hydroxyapatite/gelatine scaffolds with ice-designed channel-like porosity for biomedical applications. Acta Biomaterialia, 4(6), 1620–6. doi:10.1016/j.actbio.2008.05.023;water;HAP;cera;oxide;-10;;;;;;cellular;yes;no;;30;;;43;0,57;3,9;;10;;10;1;cylinder;0,785398163397448;1;;;0;140;110;0,0354545454545455;;120;133,33896;0,0325
Landi2008;Landi, E., Valentini, F., & Tampieri, A. (2008). Porous hydroxyapatite/gelatine scaffolds with ice-designed channel-like porosity for biomedical applications. Acta Biomaterialia, 4(6), 1620–6. doi:10.1016/j.actbio.2008.05.023;water;HAP;cera;oxide;-10;;;;;;cellular;yes;no;;35;;;31;0,69;4;;10;;10;1;cylinder;0,785398163397448;1;;;0;140;110;0,0363636363636364;;120;236,52648;0,0333333333333333
Fife2009;Fife, J., Li, J., Dunand, D. C., & Voorhees, P. W. (2011). Morphological analysis of pores in directionally freeze-cast titanium foams. Journal of Materials Research, 24(1), 117–124. doi:10.1557/JMR.2009.0023;water;Ti;metal;;;;3;;;;;no;;20;22;;;41,4;0,586;;;;;;;;;;;;0;900;900;;;;;
Fife2009;Fife, J., Li, J., Dunand, D. C., & Voorhees, P. W. (2011). Morphological analysis of pores in directionally freeze-cast titanium foams. Journal of Materials Research, 24(1), 117–124. doi:10.1557/JMR.2009.0023;water;Ti;metal;;;;3;;;;;no;;20;22;;;44,6;0,554;;;;;;;;;;;;0;900;900;;;;;
Jung2009;Jung, H.-D., Yook, S.-W., Kim, H.-E., & Koh, Y.-H. (2009). Fabrication of titanium scaffolds with porosity and pore size gradients by sequential freeze casting. Materials Letters, 63(17), 1545–1547. doi:10.1016/j.matlet.2009.04.012;camphene;Ti;metal;;42;;;;;;;no;;20;10;;;75;0,25;;;;;;;;;;;;0;900;900;;;;;
Jung2009;Jung, H.-D., Yook, S.-W., Kim, H.-E., & Koh, Y.-H. (2009). Fabrication of titanium scaffolds with porosity and pore size gradients by sequential freeze casting. Materials Letters, 63(17), 1545–1547. doi:10.1016/j.matlet.2009.04.012;camphene;Ti;metal;;42;;;;;;;no;;20;25;;;53;0,47;;;;;;;;;;;;0;900;900;;;;;
Jung2009;Jung, H.-D., Yook, S.-W., Kim, H.-E., & Koh, Y.-H. (2009). Fabrication of titanium scaffolds with porosity and pore size gradients by sequential freeze casting. Materials Letters, 63(17), 1545–1547. doi:10.1016/j.matlet.2009.04.012;camphene;Ti;metal;;42;;;;;;;no;;20;40;;;35;0,65;;;;;;;;;;;;0;900;900;;;;;
Chino2008;Chino, Y., & Dunand, D. C. (2008). Directionally freeze-cast titanium foam with aligned, elongated pores. Acta Materialia, 56(1), 105–113. doi:10.1016/j.actamat.2007.09.002;water;Ti;metal;;-18;;;;150;;cellular;no;no;45;44;;;60;0,4;50;;8;;4;2;cylinder;0,100530964914873;;;;0;900;900;0,0555555555555556;;116;44,544;0,431034482758621
Fu2008a;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. II. Sintering, microstructure, and mechanical behavior. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(2), 514–22. doi:10.1002/jbm.b.31051;water;HAP;cera;oxide;-20;;;;30;;cellular;?;no;1;20;;;51,792;0,48208;11,493;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,104481818181818;;120;80,6658732107366;0,095775
Fu2008a;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. II. Sintering, microstructure, and mechanical behavior. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(2), 514–22. doi:10.1002/jbm.b.31051;water;HAP;cera;oxide;-20;;;;23;;cellular;?;no;1;20;;;51,009;0,48991;12,664;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,115127272727273;;120;84,6606131325151;0,105533333333333
Fu2008a;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. II. Sintering, microstructure, and mechanical behavior. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(2), 514–22. doi:10.1002/jbm.b.31051;water;HAP;cera;oxide;-20;;;;17;;cellular;?;no;1;20;;;49,026;0,50974;14,650;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,133181818181818;;120;95,3627222955053;0,122083333333333
Fu2008a;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. II. Sintering, microstructure, and mechanical behavior. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(2), 514–22. doi:10.1002/jbm.b.31051;water;HAP;cera;oxide;-20;;;;12;;cellular;?;no;1;20;;;48,005;0,51995;16,947;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,154063636363636;;120;101,20855960791;0,141225
Fu2008a;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. II. Sintering, microstructure, and mechanical behavior. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(2), 514–22. doi:10.1002/jbm.b.31051;water;HAP;cera;oxide;-20;;;;5;;cellular;?;no;1;20;;;46,019;0,53981;18,062;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,1642;;120;113,254449462102;0,150516666666667
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;;;;?;;1;10;;;70;0,3;;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;;;120;;
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;20;;;55;0,45;12;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,109090909090909;;120;65,61;0,1
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water/glycerol;HAP;cera;oxide;-20;;;;10;;cellular;?;no;1;10;;;67;0,33;18;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,163636363636364;;120;25,87464;0,15
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water/dioxane;HAP;cera;oxide;-20;;;;100;;cellular;?;no;1;10;;;65;0,35;7,5;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,0681818181818182;;120;30,87;0,0625
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;54,995;0,45005;6,812;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,0619272727272727;;120;65,63187243009;0,0567666666666667
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;54,590;0,454;7,214;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,0655818181818182;;120;67,41972894312;0,0601166666666667
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;53,602;0,46398;8,365;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,0760454545454545;;120;71,9167872936903;0,0697083333333333
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;52,693;0,47307;9,509;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,0864454545454545;;120;76,226981071279;0,0792416666666667
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;51,772;0,48228;11,475;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,104318181818182;;120;80,7663121548135;0,095625
Fu2008;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze-cast hydroxyapatite scaffolds for bone tissue engineering applications. Biomedical Materials, 3(2), 025005. doi:10.1088/1748-6041/3/2/025005;water;HAP;cera;oxide;-20;;;;15;;cellular;yes;no;1;;;;51,919;0,48081;11,342;;16;;8;2;cylinder;0,804247719318987;0,5;;;0;140;110;0,103109090909091;;120;80,0300284671175;0,0945166666666667
Fu2007;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. I. Processing and general microstructure. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(1), 125–35. doi:10.1002/jbm.b.30997;water;HAP;cera;oxide;;;;;;;;yes;;0,5;5;;;85;0,15;;;;;;;;;;;;0;140;110;;;120;;
Fu2007;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. I. Processing and general microstructure. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(1), 125–35. doi:10.1002/jbm.b.30997;water;HAP;cera;oxide;;;;;;;;yes;;0,5;10;;;70;0,3;;;;;;;;;;;;0;140;110;;;120;;
Fu2007;Fu, Q., Rahaman, M. N., Dogan, F., & Bal, B. S. (2008). Freeze casting of porous hydroxyapatite scaffolds. I. Processing and general microstructure. Journal of Biomedical Materials Research Part B: Applied Biomaterials, 86(1), 125–35. doi:10.1002/jbm.b.30997;water;HAP;cera;oxide;;;;;;;;yes;;0,5;20;;;55;0,45;;;;;;;;;;;;0;140;110;;;120;;
